market,order_city,order_country,order_region,order_state,geography_ID,warehouse_ID
"Pacific Asia","Kirsehir","Turquía","West Asia","Kirsehir",1507,"WH_APAC"
"Pacific Asia","Nazilli","Turquía","West Asia","Aydin",1526,"WH_APAC"
"Pacific Asia","Sivas","Turquía","West Asia","Sivas",1528,"WH_APAC"
"Pacific Asia","Mardin","Turquía","West Asia","Mardin",1534,"WH_APAC"
"Pacific Asia","Kilis","Turquía","West Asia","Kilis",1574,"WH_APAC"
"Pacific Asia","Siirt","Turquía","West Asia","Siirt",1575,"WH_APAC"
"Pacific Asia","Erzurum","Turquía","West Asia","Erzurum",1577,"WH_APAC"
"Pacific Asia","Kastamonu","Turquía","West Asia","Kastamonu",1585,"WH_APAC"
"Pacific Asia","Antakya","Turquía","West Asia","Hatay",1597,"WH_APAC"
"Pacific Asia","Cankaya","Turquía","West Asia","Ankara",1680,"WH_APAC"
"Pacific Asia","Balikesir","Turquía","West Asia","Balikesir",1682,"WH_APAC"
"Pacific Asia","Kayseri","Turquía","West Asia","Kayseri",1701,"WH_APAC"
"Pacific Asia","Felahiye","Turquía","West Asia","Kayseri",2027,"WH_APAC"
"Pacific Asia","Menemen","Turquía","West Asia","Izmir",2028,"WH_APAC"
"Pacific Asia","Bandirma","Turquía","West Asia","Balikesir",2031,"WH_APAC"
"Pacific Asia","Osmaniye","Turquía","West Asia","Osmaniye",2035,"WH_APAC"
"Pacific Asia","Etimesgut","Turquía","West Asia","Ankara",2043,"WH_APAC"
"Pacific Asia","Esenyurt","Turquía","West Asia","Estambul",2142,"WH_APAC"
"Pacific Asia","Elazig","Turquía","West Asia","Elazig",2383,"WH_APAC"
"Pacific Asia","Cizre","Turquía","West Asia","Sirnak",2523,"WH_APAC"
"Pacific Asia","Van","Turquía","West Asia","Van",2533,"WH_APAC"
"Pacific Asia","Kozan","Turquía","West Asia","Adana",2559,"WH_APAC"
"Pacific Asia","Viransehir","Turquía","West Asia","Sanliurfa",2564,"WH_APAC"
"Pacific Asia","Mezitli","Turquía","West Asia","Mersin",2585,"WH_APAC"
"Pacific Asia","Gebze","Turquía","West Asia","Kocaeli",2601,"WH_APAC"
"Pacific Asia","Amasya","Turquía","West Asia","Amasya",2618,"WH_APAC"
"Pacific Asia","Yalova","Turquía","West Asia","Yalova",2636,"WH_APAC"
"Pacific Asia","Beykoz","Turquía","West Asia","Estambul",2637,"WH_APAC"
"Pacific Asia","Batman","Turquía","West Asia","Batman",2659,"WH_APAC"
"Pacific Asia","Gaziemir","Turquía","West Asia","Izmir",2721,"WH_APAC"
"Pacific Asia","Polatli","Turquía","West Asia","Ankara",2754,"WH_APAC"
"Pacific Asia","Alanya","Turquía","West Asia","Antalya",2756,"WH_APAC"
"Pacific Asia","Manisa","Turquía","West Asia","Manisa",2888,"WH_APAC"
"Pacific Asia","Samsun","Turquía","West Asia","Samsun",2913,"WH_APAC"
"Pacific Asia","Nevsehir","Turquía","West Asia","Nevsehir",2959,"WH_APAC"
"Pacific Asia","Tekirdag","Turquía","West Asia","Tekirdag",2977,"WH_APAC"
"Pacific Asia","Iskenderun","Turquía","West Asia","Hatay",3014,"WH_APAC"
"Pacific Asia","Trebisonda","Turquía","West Asia","Trebisonda",3018,"WH_APAC"
"Pacific Asia","Kocaeli","Turquía","West Asia","Kocaeli",3031,"WH_APAC"
"Pacific Asia","Kars","Turquía","West Asia","Kars",3055,"WH_APAC"
"Pacific Asia","Aksaray","Turquía","West Asia","Aksaray",3057,"WH_APAC"
"Pacific Asia","Silivri","Turquía","West Asia","Estambul",3075,"WH_APAC"
"Pacific Asia","Malatya","Turquía","West Asia","Malatya",3110,"WH_APAC"
"Pacific Asia","Adiyaman","Turquía","West Asia","Adiyaman",3161,"WH_APAC"
"Pacific Asia","Afyon","Turquía","West Asia","Afyonkarahisar",3203,"WH_APAC"
"Pacific Asia","Tarsus","Turquía","West Asia","Mersin",3205,"WH_APAC"
"Pacific Asia","Diyarbakir","Turquía","West Asia","Diyarbakir",3206,"WH_APAC"
"Pacific Asia","Çanakkale","Turquía","West Asia","Çanakkale",3217,"WH_APAC"
"Pacific Asia","Aydin","Turquía","West Asia","Aydin",3333,"WH_APAC"
"Pacific Asia","Igdir","Turquía","West Asia","Igdir",3394,"WH_APAC"
"Pacific Asia","Inegol","Turquía","West Asia","Bursa",3403,"WH_APAC"
"Pacific Asia","Karliova","Turquía","West Asia","Bingöl",3408,"WH_APAC"
"Pacific Asia","Torbali","Turquía","West Asia","Izmir",3441,"WH_APAC"
"Pacific Asia","Silopi","Turquía","West Asia","Sirnak",3465,"WH_APAC"
"Pacific Asia","Bolu","Turquía","West Asia","Bolu",3479,"WH_APAC"
"Pacific Asia","Buca","Turquía","West Asia","Izmir",3486,"WH_APAC"
"Pacific Asia","Kiziltepe","Turquía","West Asia","Mardin",3495,"WH_APAC"
"Pacific Asia","Umraniye","Turquía","West Asia","Estambul",3509,"WH_APAC"
"Pacific Asia","Isparta","Turquía","West Asia","Isparta",3514,"WH_APAC"
"Pacific Asia","Rize","Turquía","West Asia","Rize",3515,"WH_APAC"
"Pacific Asia","Tokat","Turquía","West Asia","Tokat",3529,"WH_APAC"
"Pacific Asia","Usak","Turquía","West Asia","Usak",3531,"WH_APAC"
"Pacific Asia","Ordu","Turquía","West Asia","Ordu",3600,"WH_APAC"
"Pacific Asia","Bingöl","Turquía","West Asia","Bingöl",3632,"WH_APAC"
"Pacific Asia","Karaman","Turquía","West Asia","Karaman",3644,"WH_APAC"
"Pacific Asia","Cubuk","Turquía","West Asia","Ankara",3653,"WH_APAC"
"Pacific Asia","Buyukcekmece","Turquía","West Asia","Estambul",3676,"WH_APAC"
"Pacific Asia","Midyat","Turquía","West Asia","Mardin",3679,"WH_APAC"
"Pacific Asia","Bafra","Turquía","West Asia","Samsun",3717,"WH_APAC"
"Pacific Asia","Duzce","Turquía","West Asia","Düzce",3736,"WH_APAC"
"Pacific Asia","Bikaner","India","South Asia","Rajastán",2,"WH_APAC"
"Pacific Asia","Sangli","India","South Asia","Maharashtra",8,"WH_APAC"
"Pacific Asia","Jabalpur","India","South Asia","Madhya Pradesh",10,"WH_APAC"
"Pacific Asia","Delhi","India","South Asia","Delhi",15,"WH_APAC"
"Pacific Asia","Hubli","India","South Asia","Karnataka",18,"WH_APAC"
"Pacific Asia","Bangalore","India","South Asia","Karnataka",22,"WH_APAC"
"Pacific Asia","Mirzapur","India","South Asia","Uttar Pradesh",24,"WH_APAC"
"Pacific Asia","Raipur","India","South Asia","Rajastán",30,"WH_APAC"
"Pacific Asia","Kanpur","India","South Asia","Uttar Pradesh",175,"WH_APAC"
"Pacific Asia","Ulhasnagar","India","South Asia","Maharashtra",185,"WH_APAC"
"Pacific Asia","Ajmer","India","South Asia","Rajastán",196,"WH_APAC"
"Pacific Asia","Vadodara","India","South Asia","Guyarat",198,"WH_APAC"
"Pacific Asia","Bhilai","India","South Asia","Chhattisgarh",267,"WH_APAC"
"Pacific Asia","Ujjain","India","South Asia","Madhya Pradesh",273,"WH_APAC"
"Pacific Asia","Pune","India","South Asia","Maharashtra",275,"WH_APAC"
"Pacific Asia","Rajkot","India","South Asia","Guyarat",288,"WH_APAC"
"Pacific Asia","Gorakhpur","India","South Asia","Haryana",289,"WH_APAC"
"Pacific Asia","Nagpur","India","South Asia","Maharashtra",291,"WH_APAC"
"Pacific Asia","Jaipur","India","South Asia","Rajastán",297,"WH_APAC"
"Pacific Asia","Raipur","India","South Asia","Chhattisgarh",298,"WH_APAC"
"Pacific Asia","Aurangabad","India","South Asia","Bihar",305,"WH_APAC"
"Pacific Asia","Hyderabad","India","South Asia","Telangana",412,"WH_APAC"
"Pacific Asia","Vijayawada","India","South Asia","Andhra Pradesh",490,"WH_APAC"
"Pacific Asia","Thane","India","South Asia","Maharashtra",494,"WH_APAC"
"Pacific Asia","Mumbai","India","South Asia","Maharashtra",495,"WH_APAC"
"Pacific Asia","Durgapur","India","South Asia","Bengala Occidental",496,"WH_APAC"
"Pacific Asia","Bhavnagar","India","South Asia","Guyarat",500,"WH_APAC"
"Pacific Asia","Mangalore","India","South Asia","Karnataka",509,"WH_APAC"
"Pacific Asia","Ranchi","India","South Asia","Jharkhand",574,"WH_APAC"
"Pacific Asia","Durg","India","South Asia","Chhattisgarh",578,"WH_APAC"
"Pacific Asia","Belgaum","India","South Asia","Karnataka",595,"WH_APAC"
"Pacific Asia","Solapur","India","South Asia","Maharashtra",606,"WH_APAC"
"Pacific Asia","Bihar Sharif","India","South Asia","Bihar",610,"WH_APAC"
"Pacific Asia","Patna","India","South Asia","Bihar",616,"WH_APAC"
"Pacific Asia","Faridabad","India","South Asia","Haryana",617,"WH_APAC"
"Pacific Asia","Madurai","India","South Asia","Tamil Nadu",621,"WH_APAC"
"Pacific Asia","Fatehpur","India","South Asia","Rajastán",626,"WH_APAC"
"Pacific Asia","Ichalkaranji","India","South Asia","Maharashtra",637,"WH_APAC"
"Pacific Asia","Kota","India","South Asia","Rajastán",639,"WH_APAC"
"Pacific Asia","Guwahati","India","South Asia","Assam",846,"WH_APAC"
"Pacific Asia","Gwalior","India","South Asia","Madhya Pradesh",857,"WH_APAC"
"Pacific Asia","Raipur","India","South Asia","Uttarakhand",859,"WH_APAC"
"Pacific Asia","Visakhapatnam","India","South Asia","Andhra Pradesh",867,"WH_APAC"
"Pacific Asia","Kollam","India","South Asia","Kerala",868,"WH_APAC"
"Pacific Asia","Nellore","India","South Asia","Andhra Pradesh",873,"WH_APAC"
"Pacific Asia","Chennai","India","South Asia","Tamil Nadu",982,"WH_APAC"
"Pacific Asia","Bokaro","India","South Asia","Jharkhand",993,"WH_APAC"
"Pacific Asia","Malegaon","India","South Asia","Maharashtra",995,"WH_APAC"
"Pacific Asia","Thiruvananthapuram","India","South Asia","Kerala",1000,"WH_APAC"
"Pacific Asia","Agra","India","South Asia","Uttar Pradesh",1006,"WH_APAC"
"Pacific Asia","Rohtak","India","South Asia","Haryana",1091,"WH_APAC"
"Pacific Asia","Moradabad","India","South Asia","Uttar Pradesh",1152,"WH_APAC"
"Pacific Asia","Nagercoil","India","South Asia","Tamil Nadu",1153,"WH_APAC"
"Pacific Asia","Kulti","India","South Asia","Bengala Occidental",1155,"WH_APAC"
"Pacific Asia","Imphal","India","South Asia","Manipur",1156,"WH_APAC"
"Pacific Asia","Surat","India","South Asia","Guyarat",1273,"WH_APAC"
"Pacific Asia","Bhatpara","India","South Asia","Bengala Occidental",1275,"WH_APAC"
"Pacific Asia","Parbhani","India","South Asia","Maharashtra",1277,"WH_APAC"
"Pacific Asia","Bhubaneswar","India","South Asia","Odisha",1283,"WH_APAC"
"Pacific Asia","Bhatinda","India","South Asia","Punyab",1285,"WH_APAC"
"Pacific Asia","Srinagar","India","South Asia","Jammu y Cachemira",1333,"WH_APAC"
"Pacific Asia","Gorakhpur","India","South Asia","Uttar Pradesh",1334,"WH_APAC"
"Pacific Asia","Varanasi","India","South Asia","Uttar Pradesh",1340,"WH_APAC"
"Pacific Asia","Dewas","India","South Asia","Madhya Pradesh",1341,"WH_APAC"
"Pacific Asia","Amritsar","India","South Asia","Punyab",1342,"WH_APAC"
"Pacific Asia","Kakinada","India","South Asia","Andhra Pradesh",1344,"WH_APAC"
"Pacific Asia","Korba","India","South Asia","Chhattisgarh",1346,"WH_APAC"
"Pacific Asia","Bijapur","India","South Asia","Karnataka",1379,"WH_APAC"
"Pacific Asia","Kukatpalli","India","South Asia","Telangana",1391,"WH_APAC"
"Pacific Asia","Warangal","India","South Asia","Telangana",1402,"WH_APAC"
"Pacific Asia","Tiruchchirappalli","India","South Asia","Tamil Nadu",1403,"WH_APAC"
"Pacific Asia","Lucknow","India","South Asia","Uttar Pradesh",1407,"WH_APAC"
"Pacific Asia","Darbhanga","India","South Asia","Bihar",1408,"WH_APAC"
"Pacific Asia","Meerut","India","South Asia","Uttar Pradesh",1417,"WH_APAC"
"Pacific Asia","Durgapur","India","South Asia","Maharashtra",1421,"WH_APAC"
"Pacific Asia","Ludhiana","India","South Asia","Punyab",1521,"WH_APAC"
"Pacific Asia","Firozabad","India","South Asia","Uttar Pradesh",1529,"WH_APAC"
"Pacific Asia","Kozhikode","India","South Asia","Kerala",1532,"WH_APAC"
"Pacific Asia","Kalyan","India","South Asia","Maharashtra",1535,"WH_APAC"
"Pacific Asia","Kochi","India","South Asia","Kerala",1571,"WH_APAC"
"Pacific Asia","Mysore","India","South Asia","Karnataka",1580,"WH_APAC"
"Pacific Asia","Kolhapur","India","South Asia","Maharashtra",1581,"WH_APAC"
"Pacific Asia","Pimpri","India","South Asia","Maharashtra",1623,"WH_APAC"
"Pacific Asia","Ganganagar","India","South Asia","Rajastán",1678,"WH_APAC"
"Pacific Asia","Panihati","India","South Asia","Bengala Occidental",1679,"WH_APAC"
"Pacific Asia","Tiruppur","India","South Asia","Tamil Nadu",1683,"WH_APAC"
"Pacific Asia","Saharanpur","India","South Asia","Uttar Pradesh",1684,"WH_APAC"
"Pacific Asia","Bellary","India","South Asia","Karnataka",1686,"WH_APAC"
"Pacific Asia","Jodhpur","India","South Asia","Rajastán",1697,"WH_APAC"
"Pacific Asia","Jamnagar","India","South Asia","Guyarat",1700,"WH_APAC"
"Pacific Asia","Dhule","India","South Asia","Maharashtra",1704,"WH_APAC"
"Pacific Asia","Aurangabad","India","South Asia","Maharashtra",1708,"WH_APAC"
"Pacific Asia","Aligarh","India","South Asia","Uttar Pradesh",1732,"WH_APAC"
"Pacific Asia","Mathura","India","South Asia","Uttar Pradesh",1745,"WH_APAC"
"Pacific Asia","Amravati","India","South Asia","Maharashtra",1746,"WH_APAC"
"Pacific Asia","Chandigarh","India","South Asia","Chandigarh",1747,"WH_APAC"
"Pacific Asia","Bareilly","India","South Asia","Uttar Pradesh",1764,"WH_APAC"
"Pacific Asia","Allahabad","India","South Asia","Uttar Pradesh",1810,"WH_APAC"
"Pacific Asia","Nasik","India","South Asia","Maharashtra",1839,"WH_APAC"
"Pacific Asia","Karnal","India","South Asia","Haryana",1892,"WH_APAC"
"Pacific Asia","Hapur","India","South Asia","Uttar Pradesh",1895,"WH_APAC"
"Pacific Asia","Jammu","India","South Asia","Jammu y Cachemira",1901,"WH_APAC"
"Pacific Asia","Bhopal","India","South Asia","Madhya Pradesh",2021,"WH_APAC"
"Pacific Asia","Bhiwandi","India","South Asia","Maharashtra",2022,"WH_APAC"
"Pacific Asia","Ambattur","India","South Asia","Tamil Nadu",2025,"WH_APAC"
"Pacific Asia","Guntur","India","South Asia","Andhra Pradesh",2037,"WH_APAC"
"Pacific Asia","Coimbatore","India","South Asia","Tamil Nadu",2047,"WH_APAC"
"Pacific Asia","Indore","India","South Asia","Madhya Pradesh",2238,"WH_APAC"
"Pacific Asia","Salem","India","South Asia","Tamil Nadu",2239,"WH_APAC"
"Pacific Asia","Patiala","India","South Asia","Punyab",2248,"WH_APAC"
"Pacific Asia","Puducherry","India","South Asia","Puducherry",2272,"WH_APAC"
"Pacific Asia","Cuttack","India","South Asia","Odisha",2273,"WH_APAC"
"Pacific Asia","Barasat","India","South Asia","Bengala Occidental",2378,"WH_APAC"
"Pacific Asia","Tirupati","India","South Asia","Andhra Pradesh",2411,"WH_APAC"
"Pacific Asia","Naihati","India","South Asia","Bengala Occidental",2412,"WH_APAC"
"Pacific Asia","Akola","India","South Asia","Maharashtra",2442,"WH_APAC"
"Pacific Asia","Etawah","India","South Asia","Uttar Pradesh",2497,"WH_APAC"
"Pacific Asia","Tirunelveli","India","South Asia","Tamil Nadu",2556,"WH_APAC"
"Pacific Asia","Asansol","India","South Asia","Bengala Occidental",2567,"WH_APAC"
"Pacific Asia","Udaipur","India","South Asia","Tripura",2591,"WH_APAC"
"Pacific Asia","Kota","India","South Asia","Chhattisgarh",2597,"WH_APAC"
"Pacific Asia","Jhansi","India","South Asia","Uttar Pradesh",2610,"WH_APAC"
"Pacific Asia","Muzaffarpur","India","South Asia","Bihar",2638,"WH_APAC"
"Pacific Asia","Panipat","India","South Asia","Haryana",2640,"WH_APAC"
"Pacific Asia","Gaya","India","South Asia","Bihar",2680,"WH_APAC"
"Pacific Asia","Sonipat","India","South Asia","Haryana",2705,"WH_APAC"
"Pacific Asia","Avadi","India","South Asia","Tamil Nadu",2708,"WH_APAC"
"Pacific Asia","Baranagar","India","South Asia","Bengala Occidental",2722,"WH_APAC"
"Pacific Asia","Srinagar","India","South Asia","Uttarakhand",2723,"WH_APAC"
"Pacific Asia","Jamshedpur","India","South Asia","Jharkhand",2753,"WH_APAC"
"Pacific Asia","Brahmapur","India","South Asia","Odisha",2786,"WH_APAC"
"Pacific Asia","Thanjavur","India","South Asia","Tamil Nadu",2803,"WH_APAC"
"Pacific Asia","Bilaspur","India","South Asia","Uttar Pradesh",2825,"WH_APAC"
"Pacific Asia","Ratlam","India","South Asia","Madhya Pradesh",2852,"WH_APAC"
"Pacific Asia","Dehra Dun","India","South Asia","Uttarakhand",2869,"WH_APAC"
"Pacific Asia","Jodhpur","India","South Asia","Guyarat",2969,"WH_APAC"
"Pacific Asia","Kamarhati","India","South Asia","Bengala Occidental",2979,"WH_APAC"
"Pacific Asia","Karimnagar","India","South Asia","Telangana",3033,"WH_APAC"
"Pacific Asia","Satna","India","South Asia","Madhya Pradesh",3056,"WH_APAC"
"Pacific Asia","Nizamabad","India","South Asia","Telangana",3108,"WH_APAC"
"Pacific Asia","Gulbarga","India","South Asia","Karnataka",3148,"WH_APAC"
"Pacific Asia","Shahjahanpur","India","South Asia","Uttar Pradesh",3215,"WH_APAC"
"Pacific Asia","Barddhaman","India","South Asia","Bengala Occidental",3216,"WH_APAC"
"Pacific Asia","Hisar","India","South Asia","Haryana",3269,"WH_APAC"
"Pacific Asia","Tumkur","India","South Asia","Karnataka",3307,"WH_APAC"
"Pacific Asia","Jalna","India","South Asia","Maharashtra",3341,"WH_APAC"
"Pacific Asia","Anantapur","India","South Asia","Andhra Pradesh",3350,"WH_APAC"
"Pacific Asia","Mau","India","South Asia","Uttar Pradesh",3391,"WH_APAC"
"Pacific Asia","Mau","India","South Asia","Madhya Pradesh",3440,"WH_APAC"
"Pacific Asia","Bhilwara","India","South Asia","Rajastán",3612,"WH_APAC"
"Pacific Asia","Bharatpur","India","South Asia","Rajastán",3613,"WH_APAC"
"Pacific Asia","Ghaziabad","India","South Asia","Uttar Pradesh",3614,"WH_APAC"
"Pacific Asia","Latur","India","South Asia","Maharashtra",3630,"WH_APAC"
"Pacific Asia","New Delhi","India","South Asia","Delhi",3633,"WH_APAC"
"Pacific Asia","Shimoga","India","South Asia","Karnataka",3715,"WH_APAC"
"Pacific Asia","Guangzhou","China","Eastern Asia","Guangdong",5,"WH_APAC"
"Pacific Asia","Guilin","China","Eastern Asia","Guangxi",14,"WH_APAC"
"Pacific Asia","Suzhou","China","Eastern Asia","Gansu",16,"WH_APAC"
"Pacific Asia","Yiwu","China","Eastern Asia","Zhejiang",23,"WH_APAC"
"Pacific Asia","Shenzhen","China","Eastern Asia","Guangdong",180,"WH_APAC"
"Pacific Asia","Tianjin","China","Eastern Asia","Tianjin",181,"WH_APAC"
"Pacific Asia","Tengzhou","China","Eastern Asia","Shandong",189,"WH_APAC"
"Pacific Asia","Nantong","China","Eastern Asia","Jiangsu",190,"WH_APAC"
"Pacific Asia","Dalian","China","Eastern Asia","Liaoning",191,"WH_APAC"
"Pacific Asia","Lianyuan","China","Eastern Asia","Hunan",192,"WH_APAC"
"Pacific Asia","Xinzhou","China","Eastern Asia","Hubei",204,"WH_APAC"
"Pacific Asia","Mudanjiang","China","Eastern Asia","Heilongjiang",205,"WH_APAC"
"Pacific Asia","Qingdao","China","Eastern Asia","Shandong",268,"WH_APAC"
"Pacific Asia","Tongchuan","China","Eastern Asia","Shaanxi",272,"WH_APAC"
"Pacific Asia","Weifang","China","Eastern Asia","Shandong",276,"WH_APAC"
"Pacific Asia","Siping","China","Eastern Asia","Jilin",279,"WH_APAC"
"Pacific Asia","Shanghái","China","Eastern Asia","Shanghái",280,"WH_APAC"
"Pacific Asia","Shenyang","China","Eastern Asia","Liaoning",286,"WH_APAC"
"Pacific Asia","Jiutai","China","Eastern Asia","Jilin",294,"WH_APAC"
"Pacific Asia","Shantou","China","Eastern Asia","Guangdong",295,"WH_APAC"
"Pacific Asia","Loudi","China","Eastern Asia","Hunan",299,"WH_APAC"
"Pacific Asia","Jiangyan","China","Eastern Asia","Jiangsu",413,"WH_APAC"
"Pacific Asia","Daqing","China","Eastern Asia","Heilongjiang",416,"WH_APAC"
"Pacific Asia","Shulan","China","Eastern Asia","Jilin",422,"WH_APAC"
"Pacific Asia","Yangzhou","China","Eastern Asia","Jiangsu",425,"WH_APAC"
"Pacific Asia","Suzhou","China","Eastern Asia","Anhui",486,"WH_APAC"
"Pacific Asia","Baoding","China","Eastern Asia","Hebei",488,"WH_APAC"
"Pacific Asia","Pekín","China","Eastern Asia","Pekín",493,"WH_APAC"
"Pacific Asia","Neijiang","China","Eastern Asia","Sichuan",506,"WH_APAC"
"Pacific Asia","Shanwei","China","Eastern Asia","Guangdong",507,"WH_APAC"
"Pacific Asia","Jixi","China","Eastern Asia","Heilongjiang",513,"WH_APAC"
"Pacific Asia","Heyuan","China","Eastern Asia","Guangdong",576,"WH_APAC"
"Pacific Asia","Xinyi","China","Eastern Asia","Guangdong",580,"WH_APAC"
"Pacific Asia","Lianzhou","China","Eastern Asia","Guangdong",581,"WH_APAC"
"Pacific Asia","Xuzhou","China","Eastern Asia","Jiangsu",586,"WH_APAC"
"Pacific Asia","Wuhan","China","Eastern Asia","Hubei",587,"WH_APAC"
"Pacific Asia","Yuci","China","Eastern Asia","Shanxi",591,"WH_APAC"
"Pacific Asia","Zhuhai","China","Eastern Asia","Guangdong",602,"WH_APAC"
"Pacific Asia","Yichun","China","Eastern Asia","Jiangxi",605,"WH_APAC"
"Pacific Asia","Chongqing","China","Eastern Asia","Chongqing",607,"WH_APAC"
"Pacific Asia","Zhaoqing","China","Eastern Asia","Guangdong",608,"WH_APAC"
"Pacific Asia","Taixing","China","Eastern Asia","Jiangsu",611,"WH_APAC"
"Pacific Asia","Xinzhou","China","Eastern Asia","Shanxi",613,"WH_APAC"
"Pacific Asia","Nanchong","China","Eastern Asia","Sichuan",614,"WH_APAC"
"Pacific Asia","Huangshan","China","Eastern Asia","Anhui",619,"WH_APAC"
"Pacific Asia","Wenzhou","China","Eastern Asia","Zhejiang",622,"WH_APAC"
"Pacific Asia","Suzhou","China","Eastern Asia","Jiangsu",623,"WH_APAC"
"Pacific Asia","Chengdu","China","Eastern Asia","Sichuan",624,"WH_APAC"
"Pacific Asia","Huadian","China","Eastern Asia","Jilin",625,"WH_APAC"
"Pacific Asia","Yancheng","China","Eastern Asia","Jiangsu",627,"WH_APAC"
"Pacific Asia","Tongchuan","China","Eastern Asia","Sichuan",634,"WH_APAC"
"Pacific Asia","Jinan","China","Eastern Asia","Shandong",847,"WH_APAC"
"Pacific Asia","Huainan","China","Eastern Asia","Anhui",850,"WH_APAC"
"Pacific Asia","Luoyang","China","Eastern Asia","Fujian",851,"WH_APAC"
"Pacific Asia","Hangzhou","China","Eastern Asia","Zhejiang",852,"WH_APAC"
"Pacific Asia","Huaiyin","China","Eastern Asia","Jiangsu",853,"WH_APAC"
"Pacific Asia","Guangshui","China","Eastern Asia","Hubei",854,"WH_APAC"
"Pacific Asia","Yingcheng","China","Eastern Asia","Hubei",860,"WH_APAC"
"Pacific Asia","Anshan","China","Eastern Asia","Liaoning",865,"WH_APAC"
"Pacific Asia","Zaozhuang","China","Eastern Asia","Shandong",870,"WH_APAC"
"Pacific Asia","Xichang","China","Eastern Asia","Sichuan",871,"WH_APAC"
"Pacific Asia","Xi'an","China","Eastern Asia","Shaanxi",990,"WH_APAC"
"Pacific Asia","Liaocheng","China","Eastern Asia","Shandong",996,"WH_APAC"
"Pacific Asia","Zhengzhou","China","Eastern Asia","Henan",997,"WH_APAC"
"Pacific Asia","Taizhou","China","Eastern Asia","Jiangsu",998,"WH_APAC"
"Pacific Asia","Zhanjiang","China","Eastern Asia","Guangdong",1002,"WH_APAC"
"Pacific Asia","Yangjiang","China","Eastern Asia","Guangdong",1008,"WH_APAC"
"Pacific Asia","Xiaogan","China","Eastern Asia","Hubei",1011,"WH_APAC"
"Pacific Asia","Jincheng","China","Eastern Asia","Shanxi",1013,"WH_APAC"
"Pacific Asia","Nanchang","China","Eastern Asia","Jiangxi",1016,"WH_APAC"
"Pacific Asia","Mianyang","China","Eastern Asia","Sichuan",1017,"WH_APAC"
"Pacific Asia","Xianyang","China","Eastern Asia","Shaanxi",1018,"WH_APAC"
"Pacific Asia","Luoyang","China","Eastern Asia","Guangdong",1019,"WH_APAC"
"Pacific Asia","Nanyang","China","Eastern Asia","Henan",1022,"WH_APAC"
"Pacific Asia","Changzhou","China","Eastern Asia","Jiangsu",1024,"WH_APAC"
"Pacific Asia","Suihua","China","Eastern Asia","Heilongjiang",1089,"WH_APAC"
"Pacific Asia","Wuchuan","China","Eastern Asia","Guangdong",1090,"WH_APAC"
"Pacific Asia","Fushun","China","Eastern Asia","Liaoning",1151,"WH_APAC"
"Pacific Asia","Yunyang","China","Eastern Asia","Henan",1154,"WH_APAC"
"Pacific Asia","Laiyang","China","Eastern Asia","Shandong",1274,"WH_APAC"
"Pacific Asia","Huaibei","China","Eastern Asia","Anhui",1279,"WH_APAC"
"Pacific Asia","Harbin","China","Eastern Asia","Heilongjiang",1281,"WH_APAC"
"Pacific Asia","Baotou","China","Eastern Asia","Mongolia Interior",1282,"WH_APAC"
"Pacific Asia","Gongzhuling","China","Eastern Asia","Jilin",1284,"WH_APAC"
"Pacific Asia","Shangqiu","China","Eastern Asia","Henan",1327,"WH_APAC"
"Pacific Asia","Benxi","China","Eastern Asia","Liaoning",1336,"WH_APAC"
"Pacific Asia","Hohhot","China","Eastern Asia","Mongolia Interior",1358,"WH_APAC"
"Pacific Asia","Fengcheng","China","Eastern Asia","Liaoning",1359,"WH_APAC"
"Pacific Asia","Jieyang","China","Eastern Asia","Guangdong",1370,"WH_APAC"
"Pacific Asia","Kunming","China","Eastern Asia","Yunnan",1377,"WH_APAC"
"Pacific Asia","Changzhi","China","Eastern Asia","Shanxi",1393,"WH_APAC"
"Pacific Asia","Changchun","China","Eastern Asia","Jilin",1394,"WH_APAC"
"Pacific Asia","Chaoyang","China","Eastern Asia","Liaoning",1398,"WH_APAC"
"Pacific Asia","Jiangyou","China","Eastern Asia","Sichuan",1399,"WH_APAC"
"Pacific Asia","Licheng","China","Eastern Asia","Jiangsu",1405,"WH_APAC"
"Pacific Asia","Jieshou","China","Eastern Asia","Anhui",1411,"WH_APAC"
"Pacific Asia","Lanxi","China","Eastern Asia","Zhejiang",1412,"WH_APAC"
"Pacific Asia","Wenling","China","Eastern Asia","Zhejiang",1414,"WH_APAC"
"Pacific Asia","Jiangmen","China","Eastern Asia","Guangdong",1416,"WH_APAC"
"Pacific Asia","Hangu","China","Eastern Asia","Tianjin",1418,"WH_APAC"
"Pacific Asia","Binzhou","China","Eastern Asia","Shandong",1510,"WH_APAC"
"Pacific Asia","Guiyang","China","Eastern Asia","Guizhou",1511,"WH_APAC"
"Pacific Asia","Chifeng","China","Eastern Asia","Mongolia Interior",1520,"WH_APAC"
"Pacific Asia","Xiamen","China","Eastern Asia","Fujian",1530,"WH_APAC"
"Pacific Asia","Ninghai","China","Eastern Asia","Shandong",1531,"WH_APAC"
"Pacific Asia","Xintai","China","Eastern Asia","Shandong",1533,"WH_APAC"
"Pacific Asia","Lanzhou","China","Eastern Asia","Gansu",1573,"WH_APAC"
"Pacific Asia","Chaozhou","China","Eastern Asia","Guangdong",1576,"WH_APAC"
